zip,primary_city,acceptable_cities,state,county,latitude,longitude,estimated_population,notes
93117,Goleta,"Gaviota, Isla Vista, Santa Barbara",CA,Santa Barbara County,34.5,-120.12,26958,
93118,Goleta,Santa Barbara,CA,Santa Barbara County,34.43,-119.82,482,
93120,Santa Barbara,,CA,Santa Barbara County,34.41,-119.7,694,
93121,Santa Barbara,,CA,Santa Barbara County,34.41,-119.7,901,
93130,Santa Barbara,,CA,Santa Barbara County,34.44,-119.73,1165,
93140,Santa Barbara,,CA,Santa Barbara County,34.42,-119.67,1394,
93150,Santa Barbara,Montecito,CA,Santa Barbara County,34.43,-119.63,744,
93160,Santa Barbara,,CA,Santa Barbara County,34.43,-119.8,909,
93190,Santa Barbara,,CA,Santa Barbara County,34.42,-119.7,718,
93199,Goleta,Santa Barbara,CA,Santa Barbara County,34.49,-120.04,0,
93201,Alpaugh,,CA,Tulare County,35.86,-119.46,696,
93202,Armona,,CA,Kings County,36.31,-119.71,3054,
93203,Arvin,Di Giorgio,CA,Kern County,35.08,-118.79,14589,
93204,Avenal,,CA,Kings County,35.92,-120.1,6674,
93205,Bodfish,,CA,Kern County,35.52,-118.4,1286,
93206,Buttonwillow,,CA,Kern County,35.43,-119.49,1766,
93207,California Hot Springs,Calif Hot Spg,CA,Tulare County,35.87,-118.65,0,
93208,Camp Nelson,Springville,CA,Tulare County,36.06,-118.58,0,
93210,Coalinga,,CA,Fresno County,36.19,-120.39,9762,
93212,Corcoran,,CA,Kings County,36.07,-119.53,9472,
93215,Delano,,CA,Kern County,35.78,-119.23,29597,
93216,Delano,,CA,Kern County,35.75,-119.27,2141,
93218,Ducor,,CA,Tulare County,35.86,-118.99,760,
93219,Earlimart,,CA,Tulare County,35.86,-119.28,6744,
93220,Edison,,CA,Kern County,35.32,-118.85,0,
93221,Exeter,,CA,Tulare County,36.28,-119.03,10596,
93222,Pine Mountain Club,"Frazier Park, Pine Mtn Clb",CA,Kern County,34.84,-119.17,1586,
93223,Farmersville,,CA,Tulare County,36.3,-119.19,6716,
93224,Fellows,,CA,Kern County,35.21,-119.56,0,
93225,Frazier Park,,CA,Kern County,34.8,-119.01,3778,
93226,Glennville,,CA,Kern County,35.72,-118.72,0,
93227,Goshen,,CA,Tulare County,36.34,-119.41,911,
93230,Hanford,,CA,Kings County,36.27,-119.63,45031,
93232,Hanford,,CA,Kings County,36.23,-119.7,1320,
93234,Huron,,CA,Fresno County,36.2,-120.09,4538,
93235,Ivanhoe,,CA,Tulare County,36.38,-119.22,3130,
93237,Kaweah,,CA,Tulare County,36.46,-118.91,0,
93238,Kernville,,CA,Kern County,35.83,-118.45,1354,
93239,Kettleman City,Kettleman Cty,CA,Kings County,35.99,-119.99,1229,
93240,Lake Isabella,Mountain Mesa,CA,Kern County,35.64,-118.46,4066,
93241,Lamont,,CA,Kern County,35.25,-118.91,11327,
93242,Laton,,CA,Fresno County,36.43,-119.69,2736,
93243,Lebec,Gorman,CA,Los Angeles County,34.86,-118.87,1151,
93244,Lemon Cove,,CA,Tulare County,36.46,-118.98,0,
93245,Lemoore,,CA,Kings County,36.29,-119.82,26596,
93246,Lemoore,"Lemoore Nas, Lemoore Naval Air Station",CA,Kings County,36.28,-119.84,430,
93247,Lindsay,,CA,Tulare County,36.2,-119.08,11680,
93249,Lost Hills,,CA,Kern County,35.61,-119.9,2120,
93250,Mc Farland,,CA,Kern County,35.65,-119.19,8129,
93251,Mc Kittrick,,CA,Kern County,35.41,-119.76,0,
93252,Maricopa,,CA,Kern County,34.84,-119.27,1110,
93254,New Cuyama,Cuyama,CA,Santa Barbara County,34.98,-119.8,626,
93255,Onyx,,CA,Kern County,35.68,-118.07,0,
93256,Pixley,,CA,Tulare County,35.95,-119.31,3390,
93257,Porterville,"Poplar, Woodville",CA,Tulare County,35.96,-118.92,46960,
93258,Porterville,,CA,Tulare County,36.05,-119.14,4767,
93260,Posey,,CA,Tulare County,35.88,-118.59,0,
93261,Richgrove,,CA,Tulare County,35.81,-119.13,2326,
93262,Sequoia National Park,Seq Natl Pk,CA,Tulare County,36.53,-118.72,0,
93263,Shafter,,CA,Kern County,35.49,-119.3,12989,
93265,Springville,,CA,Tulare County,36.17,-118.7,3031,
93266,Stratford,,CA,Kings County,36.17,-119.81,1255,
93267,Strathmore,,CA,Tulare County,36.14,-119.09,4456,
93268,Taft,,CA,Kern County,35.17,-119.36,10210,
93270,Terra Bella,,CA,Tulare County,35.93,-119.03,4678,
93271,Three Rivers,,CA,Tulare County,36.44,-118.86,1879,
93272,Tipton,,CA,Tulare County,36.04,-119.34,2780,
93274,Tulare,,CA,Tulare County,36.18,-119.36,46216,
93275,Tulare,,CA,Tulare County,36.2,-119.34,1471,
93276,Tupman,,CA,Kern County,35.32,-119.39,0,
93277,Visalia,,CA,Tulare County,36.29,-119.38,36340,
93278,Visalia,,CA,Tulare County,36.3,-119.31,699,
93279,Visalia,,CA,Tulare County,36.32,-119.29,1162,
93280,Wasco,,CA,Kern County,35.64,-119.44,14256,
93282,Waukena,Corcoran,CA,Tulare County,36.14,-119.5,0,
93283,Weldon,,CA,Kern County,35.44,-118.25,1178,
93285,Wofford Heights,Wofford Hts,CA,Kern County,35.7,-118.5,1528,
93286,Woodlake,,CA,Tulare County,36.46,-119.1,6406,
93287,Woody,,CA,Kern County,35.73,-118.92,0,
93290,Visalia,,CA,Tulare County,36.33,-119.29,1172,"no NWS data, "
93291,Visalia,,CA,Tulare County,36.4,-119.38,33290,
93292,Visalia,,CA,Tulare County,36.37,-119.18,26810,
93301,Bakersfield,,CA,Kern County,35.38,-119.02,7620,
93302,Bakersfield,,CA,Kern County,35.37,-119.02,635,
93303,Bakersfield,,CA,Kern County,35.55,-118.92,446,
93304,Bakersfield,,CA,Kern County,35.33,-119.02,30415,
93305,Bakersfield,,CA,Kern County,35.39,-118.98,20671,
93306,Bakersfield,,CA,Kern County,35.43,-118.83,43761,
93307,Bakersfield,,CA,Kern County,35.2,-118.86,49152,
93308,Bakersfield,,CA,Kern County,35.54,-118.91,34003,
93309,Bakersfield,,CA,Kern County,35.34,-119.07,40902,
93311,Bakersfield,,CA,Kern County,35.18,-119.21,30317,
93312,Bakersfield,,CA,Kern County,35.38,-119.22,43353,
93313,Bakersfield,"Pumpkin Center, Pumpkin Ctr",CA,Kern County,35.15,-119.06,31082,
93314,Bakersfield,,CA,Kern County,35.38,-119.2,17646,"no NWS data, "
93380,Bakersfield,,CA,Kern County,35.55,-118.92,727,
93381,Bakersfield,,CA,Kern County,35.37,-119.01,0,Converted Decommisioned Zipcodes
93382,Bakersfield,,CA,Kern County,35.25,-119,0,Converted Decommisioned Zipcodes
93383,Bakersfield,"Pumpkin Center, Pumpkin Ctr",CA,Kern County,35.26,-119.03,0,
93384,Bakersfield,,CA,Kern County,35.37,-119.01,1480,
93385,Bakersfield,,CA,Kern County,35.37,-118.99,598,
93386,Bakersfield,,CA,Kern County,35.37,-118.95,671,
93387,Bakersfield,,CA,Kern County,35.35,-118.95,874,
93388,Bakersfield,,CA,Kern County,35.41,-119.02,0,
93389,Bakersfield,,CA,Kern County,35.35,-119.06,1766,
93390,Bakersfield,,CA,Kern County,35.35,-119,1265,
93401,San Luis Obispo,Sn Luis Obisp,CA,San Luis Obispo County,35.25,-120.62,19714,
93402,Los Osos,"San Luis Obispo, Sn Luis Obisp",CA,San Luis Obispo County,35.29,-120.81,11297,
93403,San Luis Obispo,Sn Luis Obisp,CA,San Luis Obispo County,35.28,-120.65,817,
93405,San Luis Obispo,Sn Luis Obisp,CA,San Luis Obispo County,35.27,-120.69,11172,
93406,San Luis Obispo,Sn Luis Obisp,CA,San Luis Obispo County,35.24,-120.64,1772,
93407,San Luis Obispo,"Cal Poly Slo, Cal Poly University, Sn Luis Obisp",CA,San Luis Obispo County,35.29,-120.66,0,
93408,San Luis Obispo,Sn Luis Obisp,CA,San Luis Obispo County,35.22,-120.63,0,
93409,San Luis Obispo,Sn Luis Obisp,CA,San Luis Obispo County,35.22,-120.63,0,
93410,San Luis Obispo,Sn Luis Obisp,CA,San Luis Obispo County,35.27,-120.73,0,
93412,Los Osos,"San Luis Obispo, Sn Luis Obisp",CA,San Luis Obispo County,35.31,-120.83,787,
93420,Arroyo Grande,,CA,San Luis Obispo County,35.16,-120.43,22308,
93421,Arroyo Grande,,CA,San Luis Obispo County,35.12,-120.57,1293,
93422,Atascadero,,CA,San Luis Obispo County,35.45,-120.71,22551,
93423,Atascadero,,CA,San Luis Obispo County,35.48,-120.64,2688,
93424,Avila Beach,,CA,San Luis Obispo County,35.18,-120.76,1139,
93426,Bradley,,CA,Monterey County,35.85,-120.8,851,
93427,Buellton,,CA,Santa Barbara County,34.61,-120.22,4914,
93428,Cambria,,CA,San Luis Obispo County,35.59,-121.01,5624,
93429,Casmalia,,CA,Santa Barbara County,34.86,-120.52,0,
93430,Cayucos,,CA,San Luis Obispo County,35.48,-120.92,2539,
93432,Creston,,CA,San Luis Obispo County,35.47,-120.48,1200,
93433,Grover Beach,,CA,San Luis Obispo County,35.12,-120.61,8974,
93434,Guadalupe,,CA,Santa Barbara County,34.93,-120.59,5126,
93435,Harmony,,CA,San Luis Obispo County,35.5,-121.03,0,
93436,Lompoc,,CA,Santa Barbara County,34.6,-120.39,36741,
93437,Lompoc,"Vafb, Vandenberg Afb, Vandenbrg Afb",CA,Santa Barbara County,34.77,-120.53,2943,
93438,Lompoc,,CA,Santa Barbara County,34.63,-120.46,1501,
93440,Los Alamos,,CA,Santa Barbara County,34.73,-120.24,1470,
93441,Los Olivos,,CA,Santa Barbara County,34.71,-120.01,1318,
93442,Morro Bay,,CA,San Luis Obispo County,35.38,-120.78,7761,
93443,Morro Bay,,CA,San Luis Obispo County,35.36,-120.85,1044,
93444,Nipomo,,CA,San Luis Obispo County,35.05,-120.48,15501,
93445,Oceano,,CA,San Luis Obispo County,35.06,-120.6,4497,
93446,Paso Robles,"Adelaide, Heritage Ranch, Heritage Rnch",CA,San Luis Obispo County,35.61,-120.76,32009,
93447,Paso Robles,,CA,San Luis Obispo County,35.65,-120.69,4215,
93448,Pismo Beach,Shell Beach,CA,San Luis Obispo County,35.15,-120.67,1393,
93449,Pismo Beach,Shell Beach,CA,San Luis Obispo County,35.15,-120.66,6223,
93450,San Ardo,,CA,Monterey County,36,-120.87,0,
93451,San Miguel,Parkfield,CA,San Luis Obispo County,35.89,-120.6,2916,
93452,San Simeon,Ragged Point,CA,San Luis Obispo County,35.69,-121.2,0,
93453,Santa Margarita,Santa Margar,CA,San Luis Obispo County,35.31,-120.27,2396,
93454,Santa Maria,Rancho Suey,CA,Santa Barbara County,34.91,-120.23,24768,
93455,Santa Maria,Orcutt,CA,Santa Barbara County,34.82,-120.41,33212,
93456,Santa Maria,,CA,Santa Barbara County,34.93,-120.46,3764,
93457,Santa Maria,Orcutt,CA,Santa Barbara County,34.86,-120.43,621,
93458,Santa Maria,,CA,Santa Barbara County,34.95,-120.5,35006,
93460,Santa Ynez,,CA,Santa Barbara County,34.64,-120.02,5209,
93461,Shandon,,CA,San Luis Obispo County,35.63,-120.26,1254,
93463,Solvang,Ballard,CA,Santa Barbara County,34.61,-120.14,5699,
93464,Solvang,,CA,Santa Barbara County,34.55,-120.14,847,
93465,Templeton,,CA,San Luis Obispo County,35.54,-120.75,8127,
93475,Oceano,,CA,San Luis Obispo County,35.1,-120.61,845,"no NWS data, "
93483,Grover Beach,,CA,San Luis Obispo County,35.12,-120.62,1017,
93501,Mojave,,CA,Kern County,35.09,-118.13,3030,
93502,Mojave,,CA,Kern County,35.05,-118.17,0,
93504,California City,Calif City,CA,Kern County,35.14,-118.01,472,
93505,California City,Calif City,CA,Kern County,35.15,-117.92,7123,
93510,Acton,,CA,Los Angeles County,34.49,-118.22,6716,
93512,Benton,Bishop,CA,Mono County,37.87,-118.54,0,
93513,Big Pine,,CA,Inyo County,37.18,-118.18,1370,
93514,Bishop,"Chalfant, Chalfant Valley, Chalfant Vly, Hammil Valley, Swall Meadows",CA,Inyo County,37.5,-118.31,10011,
93515,Bishop,,CA,Inyo County,37.36,-118.4,1062,
93516,Boron,,CA,Kern County,34.96,-117.67,1337,
93517,Bridgeport,,CA,Mono County,38.27,-119.33,665,
93518,Caliente,Havilah,CA,Kern County,35.4,-118.51,828,
93519,Cantil,Mojave,CA,Kern County,35.3,-117.95,0,
93522,Darwin,,CA,Inyo County,36.3,-117.59,0,
93523,Edwards,"Aerial Acres, North Edwards",CA,Kern County,34.96,-117.87,2354,
93524,Edwards,Edwards Afb,CA,Kern County,34.92,-117.94,0,
93526,Independence,,CA,Inyo County,36.83,-118.24,544,
93527,Inyokern,Pearsonville,CA,Kern County,35.88,-118.15,1719,
93528,Johannesburg,,CA,Kern County,35.36,-117.64,0,
93529,June Lake,,CA,Mono County,37.77,-119.06,491,
93530,Keeler,,CA,Inyo County,36.48,-117.86,0,
93531,Keene,,CA,Kern County,35.23,-118.62,484,
93532,Lake Hughes,"Elizabeth Lake, Elizabeth Lk",CA,Los Angeles County,34.69,-118.52,2088,
93534,Lancaster,,CA,Los Angeles County,34.72,-118.15,24548,
93535,Lancaster,"Hi Vista, Lake La, Lake Los Angeles",CA,Los Angeles County,34.69,-117.9,45851,
93536,Lancaster,"Del Sur, Quartz Hill",CA,Los Angeles County,34.72,-118.48,48248,
93539,Lancaster,,CA,Los Angeles County,34.68,-118.12,2456,
93541,Lee Vining,,CA,Mono County,38.03,-118.82,0,
93542,Little Lake,,CA,Inyo County,35.93,-117.9,0,
93543,Littlerock,"Juniper Hills, Sun Village",CA,Los Angeles County,34.48,-117.92,9046,
93544,Llano,Crystalaire,CA,Los Angeles County,34.49,-117.77,767,
93545,Lone Pine,,CA,Inyo County,36.56,-118.18,1557,
93546,Mammoth Lakes,"Crowley Lake, Toms Place",CA,Mono County,37.58,-118.84,6723,
93549,Olancha,Cartago,CA,Inyo County,36.26,-117.95,0,
93550,Palmdale,"Lake La, Lake Los Angeles",CA,Los Angeles County,34.52,-118.08,48104,
93551,Palmdale,"City Ranch, Leona Valley, Quartz Hill",CA,Los Angeles County,34.61,-118.27,39678,
93552,Palmdale,,CA,Los Angeles County,34.5,-118.01,26212,
93553,Pearblossom,,CA,Los Angeles County,34.48,-117.88,1419,
93554,Randsburg,Johannesburg,CA,Kern County,35.39,-117.73,0,
93555,Ridgecrest,,CA,Kern County,35.55,-117.67,24004,
93556,Ridgecrest,,CA,Kern County,35.62,-117.67,1341,
93558,Red Mountain,Johannesburg,CA,San Bernardino County,35.35,-117.62,0,
93560,Rosamond,"Willow Spgs, Willow Springs",CA,Kern County,34.92,-118.4,13552,
93561,Tehachapi,"Bear Valley Springs, Bear Vly Spgs, Golden Hills, Monolith, Stallion Spgs, Stallion Springs",CA,Kern County,35.12,-118.51,21006,
93562,Trona,Argus,CA,Inyo County,35.73,-117.36,1017,
93563,Valyermo,Pearblossom,CA,Los Angeles County,34.39,-117.74,0,
93581,Tehachapi,,CA,Kern County,35.13,-118.44,1753,
93584,Lancaster,,CA,Los Angeles County,34.69,-118.13,520,
93586,Lancaster,Quartz Hill,CA,Los Angeles County,34.64,-118.21,0,
93590,Palmdale,,CA,Los Angeles County,34.57,-118.08,1421,
93591,Palmdale,"Lake La, Lake Los Angeles",CA,Los Angeles County,34.61,-117.81,4371,
93592,Trona,,CA,San Bernardino County,35.76,-117.37,0,
93596,Boron,,CA,Kern County,35,-117.65,0,
93599,Palmdale,,CA,Los Angeles County,34.57,-118.11,0,
93601,Ahwahnee,,CA,Madera County,37.39,-119.73,1527,
93602,Auberry,,CA,Fresno County,37,-119.15,2778,
93603,Badger,Miramonte,CA,Tulare County,36.6,-118.92,0,
93604,Bass Lake,,CA,Madera County,37.38,-119.51,662,
93605,Big Creek,,CA,Fresno County,37.16,-119.3,0,
93606,Biola,,CA,Fresno County,36.8,-120.01,1450,
93607,Burrel,Riverdale,CA,Fresno County,36.48,-119.98,0,
93608,Cantua Creek,,CA,Fresno County,36.45,-120.45,1102,
93609,Caruthers,,CA,Fresno County,36.52,-119.87,4374,
93610,Chowchilla,,CA,Madera County,37.07,-120.27,11048,
93611,Clovis,,CA,Fresno County,36.93,-119.56,36239,
93612,Clovis,,CA,Fresno County,36.81,-119.71,24053,
93613,Clovis,,CA,Fresno County,36.79,-119.64,1934,
93614,Coarsegold,,CA,Madera County,37.17,-119.71,9131,
93615,Cutler,,CA,Tulare County,36.49,-119.28,4111,
93616,Del Rey,,CA,Fresno County,36.65,-119.59,1990,
93618,Dinuba,,CA,Tulare County,36.52,-119.39,19322,
93619,Clovis,,CA,Fresno County,36.91,-119.58,23064,"no NWS data, "
93620,Dos Palos,,CA,Merced County,37.07,-120.63,6358,
93621,Dunlap,,CA,Fresno County,36.79,-119.13,0,
93622,Firebaugh,,CA,Fresno County,36.85,-120.54,7288,
93623,Fish Camp,,CA,Mariposa County,37.47,-119.66,0,
93624,Five Points,,CA,Fresno County,36.38,-120.13,1035,
93625,Fowler,,CA,Fresno County,36.62,-119.67,5752,
93626,Friant,,CA,Madera County,37.02,-119.69,1202,
93627,Helm,,CA,Fresno County,36.53,-120.11,0,
93628,Hume,Miramonte,CA,Fresno County,36.8,-118.89,0,
93630,Kerman,,CA,Fresno County,36.71,-120.15,13427,
93631,Kingsburg,,CA,Fresno County,36.48,-119.5,12763,
93633,Kings Canyon National Pk,"Kcnp, Kings Canyon, Kings Canyon Natl Park, Miramonte",CA,,36.72,-118.95,0,
93634,Lakeshore,Shaver Lake,CA,Fresno County,37.33,-119.01,0,
93635,Los Banos,,CA,Merced County,36.9,-121.02,27870,
93636,Madera,,CA,Madera County,36.93,-119.83,8882,
93637,Madera,Berenda,CA,Madera County,36.91,-120.19,26109,
93638,Madera,,CA,Madera County,37.01,-119.94,31212,
93639,Madera,,CA,Madera County,36.96,-120.08,1010,
93640,Mendota,,CA,Fresno County,36.67,-120.43,8825,
93641,Miramonte,,CA,Fresno County,36.7,-119.04,0,
93642,Mono Hot Springs,"Mono Hot Spgs, Shaver Lake",CA,Fresno County,37.32,-119.01,0,
93643,North Fork,,CA,Madera County,37.23,-119.49,2422,
93644,Oakhurst,,CA,Madera County,37.4,-119.61,7289,
93645,O Neals,,CA,Madera County,37.16,-119.62,0,
93646,Orange Cove,Squaw Valley,CA,Fresno County,36.64,-119.29,6510,
93647,Orosi,,CA,Tulare County,36.58,-119.19,7372,
93648,Parlier,,CA,Fresno County,36.62,-119.51,10702,
93649,Piedra,,CA,Fresno County,36.82,-119.35,0,
93650,Fresno,Pinedale,CA,Fresno County,36.83,-119.79,2966,
93651,Prather,,CA,Fresno County,37,-119.5,1657,
93652,Raisin City,,CA,Fresno County,36.59,-119.9,664,
93653,Raymond,,CA,Madera County,37.25,-119.96,802,
93654,Reedley,,CA,Fresno County,36.65,-119.4,22515,
93656,Riverdale,,CA,Fresno County,36.48,-119.94,4450,
93657,Sanger,,CA,Fresno County,36.79,-119.44,25192,
93660,San Joaquin,,CA,Fresno County,36.59,-120.19,3457,
93661,Santa Rita Park,Santa Rita Pk,CA,Merced County,37.1,-120.59,0,
93662,Selma,,CA,Fresno County,36.53,-119.64,22360,
93664,Shaver Lake,,CA,Fresno County,37.06,-119.04,681,
93665,South Dos Palos,S Dos Palos,CA,Merced County,36.95,-120.65,535,
93666,Sultana,,CA,Tulare County,36.54,-119.33,842,
93667,Tollhouse,,CA,Fresno County,36.96,-119.3,1864,
93668,Tranquillity,,CA,Fresno County,36.65,-120.28,861,
93669,Wishon,Bass Lake,CA,Madera County,37.26,-119.52,0,
93670,Yettem,,CA,Tulare County,36.48,-119.22,0,
93673,Traver,,CA,Tulare County,36.45,-119.48,910,
93675,Squaw Valley,Orange Cove,CA,Fresno County,36.74,-119.19,2686,
93701,Fresno,,CA,Fresno County,36.74,-119.79,5872,
93702,Fresno,,CA,Fresno County,36.74,-119.75,27772,
93703,Fresno,,CA,Fresno County,36.76,-119.76,19554,
93704,Fresno,,CA,Fresno County,36.8,-119.8,19578,
93705,Fresno,,CA,Fresno County,36.78,-119.82,23426,
93706,Fresno,,CA,Fresno County,36.64,-119.91,22854,
93707,Fresno,,CA,Fresno County,36.73,-119.78,0,
93708,Fresno,,CA,Fresno County,36.73,-119.78,0,
93709,Fresno,,CA,Fresno County,36.73,-119.78,0,
93710,Fresno,,CA,Fresno County,36.81,-119.75,19306,
93711,Fresno,,CA,Fresno County,36.84,-119.82,30146,
93712,Fresno,,CA,Fresno County,36.61,-119.77,0,
93714,Fresno,,CA,Fresno County,36.73,-119.78,0,
93715,Fresno,,CA,Fresno County,36.73,-119.78,0,
93716,Fresno,,CA,Fresno County,36.73,-119.78,0,
93717,Fresno,,CA,Fresno County,36.73,-119.78,0,
93718,Fresno,,CA,Fresno County,36.73,-119.78,0,
93720,Fresno,,CA,Fresno County,36.88,-119.77,36614,
93721,Fresno,,CA,Fresno County,36.73,-119.78,1906,
93722,Fresno,,CA,Fresno County,36.79,-119.92,54913,
93723,Fresno,,CA,Fresno County,36.77,-119.95,6014,"no NWS data, "
93724,Fresno,,CA,Fresno County,36.72,-119.79,0,
93725,Fresno,,CA,Fresno County,36.6,-119.75,16278,
93726,Fresno,,CA,Fresno County,36.79,-119.76,26206,
93727,Fresno,,CA,Fresno County,36.75,-119.67,48028,
93728,Fresno,,CA,Fresno County,36.75,-119.81,9834,
93729,Fresno,,CA,Fresno County,36.85,-119.76,1369,
93730,Fresno,,CA,Fresno County,36.9,-119.75,7681,"no NWS data, "
93737,Fresno,,CA,Fresno County,36.74,-119.65,0,"no NWS data, "
93740,Fresno,,CA,Fresno County,36.82,-119.76,0,
93741,Fresno,,CA,Fresno County,36.79,-119.8,0,
93744,Fresno,,CA,Fresno County,36.75,-119.79,434,
93745,Fresno,,CA,Fresno County,36.7,-119.75,646,
93747,Fresno,,CA,Fresno County,36.8,-119.67,709,
93750,Fresno,,CA,Fresno County,36.83,-119.78,0,
93755,Fresno,,CA,Fresno County,36.79,-119.79,698,
93760,Fresno,,CA,Fresno County,36.73,-119.78,0,
93761,Fresno,,CA,Fresno County,36.75,-119.78,0,
93764,Fresno,,CA,Fresno County,36.73,-119.78,0,
93765,Fresno,,CA,Fresno County,36.83,-119.83,0,
93771,Fresno,,CA,Fresno County,36.74,-119.78,0,
93772,Fresno,,CA,Fresno County,36.74,-119.78,0,
93773,Fresno,,CA,Fresno County,36.71,-119.85,0,
93774,Fresno,,CA,Fresno County,36.74,-119.79,0,
93775,Fresno,,CA,Fresno County,36.73,-119.75,0,
93776,Fresno,,CA,Fresno County,36.75,-119.78,0,
93777,Fresno,,CA,Fresno County,36.74,-119.78,0,
93778,Fresno,,CA,Fresno County,36.74,-119.78,0,
93779,Fresno,,CA,Fresno County,36.74,-119.78,0,
93780,Fresno,,CA,Fresno County,36.73,-119.8,0,Converted Decommisioned Zipcodes
93784,Fresno,,CA,Fresno County,36.82,-119.76,0,Converted Decommisioned Zipcodes
93786,Fresno,,CA,Fresno County,36.63,-119.9,0,
93790,Fresno,,CA,Fresno County,36.78,-119.82,0,
93791,Fresno,,CA,Fresno County,36.78,-119.82,0,
93792,Fresno,,CA,Fresno County,36.78,-119.82,0,
93793,Fresno,,CA,Fresno County,36.78,-119.82,0,
93794,Fresno,,CA,Fresno County,36.78,-119.82,0,
93844,Fresno,,CA,Fresno County,36.75,-119.67,0,
93888,Fresno,,CA,Fresno County,36.75,-119.67,1887,
93901,Salinas,,CA,Monterey County,36.64,-121.62,19097,
93902,Salinas,,CA,Monterey County,36.67,-121.65,1764,
93905,Salinas,,CA,Monterey County,36.67,-121.61,49791,
93906,Salinas,,CA,Monterey County,36.72,-121.63,42006,
93907,Salinas,Prunedale,CA,Monterey County,36.76,-121.65,16466,
93908,Salinas,"Corral De Tie, Corral De Tierra",CA,Monterey County,36.61,-121.62,11306,
93912,Salinas,,CA,Monterey County,36.73,-121.68,3847,
93915,Salinas,,CA,Monterey County,36.67,-121.62,3402,
93920,Big Sur,,CA,Monterey County,36.08,-121.6,1072,
93921,Carmel By The Sea,"Carmel, Carmel By The",CA,Monterey County,36.55,-121.92,4014,
93922,Carmel,,CA,Monterey County,36.48,-121.74,1913,
93923,Carmel,,CA,Monterey County,36.46,-121.82,8358,
93924,Carmel Valley,,CA,Monterey County,36.39,-121.65,5275,
93925,Chualar,,CA,Monterey County,36.57,-121.44,1743,
93926,Gonzales,,CA,Monterey County,36.54,-121.39,8139,
93927,Greenfield,,CA,Monterey County,36.26,-121.37,12788,
93928,Jolon,"Fort Hunter Liggett, Ft H Liggett",CA,Monterey County,36,-121.34,0,
93930,King City,,CA,Monterey County,36.2,-120.94,12376,
93932,Lockwood,,CA,Monterey County,35.99,-121.06,0,
93933,Marina,,CA,Monterey County,36.67,-121.79,16444,
93940,Monterey,Del Rey Oaks,CA,Monterey County,36.6,-121.88,22581,
93942,Monterey,,CA,Monterey County,36.61,-121.89,1366,
93943,Monterey,,CA,Monterey County,36.57,-121.83,0,
93944,Monterey,"Presidio Mtry, Presidio Of Monterey",CA,Monterey County,36.57,-121.83,1445,
93950,Pacific Grove,,CA,Monterey County,36.61,-121.92,12550,
93953,Pebble Beach,,CA,Monterey County,36.58,-121.94,3861,
93954,San Lucas,,CA,Monterey County,36.13,-120.86,0,
93955,Seaside,Sand City,CA,Monterey County,36.62,-121.82,24162,
93960,Soledad,,CA,Monterey County,36.39,-121.3,12698,
93962,Spreckels,Salinas,CA,Monterey County,36.62,-121.64,729,
94002,Belmont,,CA,San Mateo County,37.5,-122.3,23092,
94005,Brisbane,,CA,San Mateo County,37.68,-122.41,4345,
94010,Burlingame,Hillsborough,CA,San Mateo County,37.56,-122.37,35172,
94011,Burlingame,,CA,San Mateo County,37.57,-122.34,973,
94013,Daly City,Sf International Service Ctr,CA,San Mateo County,37.7,-122.45,0,Converted Decommisioned Zipcodes
94014,Daly City,Colma,CA,San Mateo County,37.68,-122.43,36989,
94015,Daly City,Broadmoor Vlg,CA,San Mateo County,37.67,-122.47,49650,
94016,Daly City,,CA,San Mateo County,37.7,-122.45,0,
94017,Daly City,,CA,San Mateo County,37.69,-122.47,895,
94018,El Granada,,CA,San Mateo County,37.5,-122.47,3353,
94019,Half Moon Bay,,CA,San Mateo County,37.44,-122.41,12963,
94020,La Honda,,CA,San Mateo County,37.28,-122.24,1307,
94021,Loma Mar,,CA,San Mateo County,37.27,-122.26,0,
94022,Los Altos,Los Altos Hills,CA,Santa Clara County,37.36,-122.14,17620,
94023,Los Altos,,CA,Santa Clara County,37.37,-122.11,687,
94024,Los Altos,Los Altos Hills,CA,Santa Clara County,37.34,-122.11,20665,
94025,Menlo Park,"W Menlo Park, West Menlo Park",CA,San Mateo County,37.45,-122.17,32613,
94026,Menlo Park,,CA,San Mateo County,37.47,-122.18,1186,
94027,Atherton,Menlo Park,CA,San Mateo County,37.44,-122.2,6145,
94028,Portola Valley,"Menlo Park, Portola Vally",CA,San Mateo County,37.37,-122.21,6281,
94030,Millbrae,,CA,San Mateo County,37.59,-122.4,18869,
94035,Mountain View,Moffett Field,CA,Santa Clara County,37.41,-122.05,0,
94037,Montara,,CA,San Mateo County,37.54,-122.5,2482,
94038,Moss Beach,,CA,San Mateo County,37.51,-122.5,2425,
94039,Mountain View,,CA,Santa Clara County,37.39,-122.07,688,
94040,Mountain View,,CA,Santa Clara County,37.38,-122.08,26205,
94041,Mountain View,,CA,Santa Clara County,37.38,-122.07,10999,
94042,Mountain View,,CA,Santa Clara County,37.4,-122.08,764,
94043,Mountain View,,CA,Santa Clara County,37.41,-122.05,22824,
94044,Pacifica,,CA,San Mateo County,37.6,-122.45,32334,
94060,Pescadero,,CA,San Mateo County,37.2,-122.3,1410,
94061,Redwood City,Woodside,CA,San Mateo County,37.46,-122.24,27970,
